id,image_id,caption
dhq-526,dhq-526-f05,"Text reuses in the Poems Corpus (top) and Lyrics Corpus (bottom) -
                                quasi maximal nodes and pointers to poems/lyrics. This bird's eye
                                perspective can be used to find interesting regions for closer
                                inspection using zooming techniques. To view these images in more detail, download the high-resolution PDFs (
                            5.1, 5.2)."
dhq-526,dhq-526-f05,"Text reuses in the Poems Corpus (top) and Lyrics Corpus (bottom) -
                                quasi maximal nodes and pointers to poems/lyrics. This bird's eye
                                perspective can be used to find interesting regions for closer
                                inspection using zooming techniques. To view these images in more detail, download the high-resolution PDFs (
                            5.1, 5.2)."
dhq-526,dhq-526-f06,"Text reuses in the Poems Corpus - quasi maximal nodes and pointers
                                to 5 poems, zoomed subregion of upper graph in 
                            Figure 5."
dhq-526,dhq-526-f06,"Text reuses in the Poems Corpus - quasi maximal nodes and pointers
                                to 5 poems, zoomed subregion of upper graph in 
                            Figure 5."
dhq-526,dhq-526-f06,"Text reuses in the Poems Corpus - quasi maximal nodes and pointers
                                to 5 poems, zoomed subregion of upper graph in 
                            Figure 5."
dhq-526,dhq-526-f07,"Text reuses in the Lyrics Corpus - quasi maximal nodes and
                                pointers to lyrics, zoomed subregion of lower graph in 
                            Figure 5."
dhq-526,dhq-526-f07,"Text reuses in the Lyrics Corpus - quasi maximal nodes and
                                pointers to lyrics, zoomed subregion of lower graph in 
                            Figure 5."
dhq-526,dhq-526-f08,"
                        Exploring the use of concepts. The hierarchical
                            structure of phrases extending the concept Bedeutung in the Wittgenstein Corpus detected by our
                            approach."
dhq-526,dhq-526-f09,"
                        Exploring the relationship of concepts in a visual way.
                            Network with witness phrases for the relationship between
                            concepts derived from Wittgenstein Corpus."
dhq-526,dhq-526-f09,"
                        Exploring the relationship of concepts in a visual way.
                            Network with witness phrases for the relationship between
                            concepts derived from Wittgenstein Corpus."
dhq-526,dhq-526-f10,"
                        Exploring the relationship of concepts in a visual way.
                            Network with witness phrases for the relationship between
                            concepts derived from the Medline."
dhq-526,dhq-526-f11,"
                        Use of Metadata. Connecting concepts (nodes) by means
                            of phrases that are maximal with respect to the property of being used
                            by two poets. Edges represent phrases plus the two poets that used the
                            phrase."
dhq-526,dhq-526-f11,"
                        Use of Metadata. Connecting concepts (nodes) by means
                            of phrases that are maximal with respect to the property of being used
                            by two poets. Edges represent phrases plus the two poets that used the
                            phrase."
dhq-526,dhq-526-f11,"
                        Use of Metadata. Connecting concepts (nodes) by means
                            of phrases that are maximal with respect to the property of being used
                            by two poets. Edges represent phrases plus the two poets that used the
                            phrase."
dhq-526,dhq-526-f12,"
                        Use of Metadata in the Poems Corpus. The graph is
                            obtained as the dual variant of the graph in Figure 11. Links between two poets mean that both have used
                            similar maximal phrases around the concepts shown in Figure11. Colours correspond to temporal
                            information for authors. Links point from earlier authors to later
                            authors."
dhq-526,dhq-526-f12,"
                        Use of Metadata in the Poems Corpus. The graph is
                            obtained as the dual variant of the graph in Figure 11. Links between two poets mean that both have used
                            similar maximal phrases around the concepts shown in Figure11. Colours correspond to temporal
                            information for authors. Links point from earlier authors to later
                            authors."
dhq-526,dhq-526-f12,"
                        Use of Metadata in the Poems Corpus. The graph is
                            obtained as the dual variant of the graph in Figure 11. Links between two poets mean that both have used
                            similar maximal phrases around the concepts shown in Figure11. Colours correspond to temporal
                            information for authors. Links point from earlier authors to later
                            authors."
