,X,id,title,date,authors,affiliations,doi,journal
2769,196,dhq-195,Agent-Based Modeling and Historical Simulation,2014,Michael  Gavin,University of South Carolina,NA,DHQ
2770,197,dhq-196,"Beyond Gutenberg: Transcending the Document Paradigm in
                    Digital Humanities",2014,David  Schloen; Sandra  Schloen,University of Chicago; University of Chicago,NA,DHQ
2771,198,dhq-197,Reading Today,2014,Frédéric Clavert,Université Paris-Sorbonne,NA,DHQ
2772,199,dhq-198,"Humanities Unbound: Supporting Careers and Scholarship Beyond the
               Tenure Track",2015,Katina  Rogers,"The Graduate Center, City University of New York",NA,DHQ
2773,200,dhq-199,Textual Artifacts and their Digital Representations: Teaching Graduate Students to Build Online Archives,2015,Deena Engel; Marion Thain,"Courant Institute of Mathematical Sciences, New York University; New York University",NA,DHQ
2774,201,dhq-200,"What can the digital humanities learn from feminist game
                    studies?",2015,Elizabeth  Losh,"University of California, San Diego",NA,DHQ
2775,202,dhq-201,"The Shock of the Familiar: Three Timelines about Gender and
               Technology in the Library",2015,Gabrielle  Dean,Johns Hopkins University,NA,DHQ
2776,203,dhq-202,"Enlisting “Vertues Noble & Excelent” : Behavior, Credit, and Knowledge Organization in the Social Edition",2015,Constance  Crompton; Raymond  Siemens; Alyssa  Arbuckle; Implementing New Knowledge Environment (INKE),"University of British Columbia, Okanagan; University of Victoria; University of Victoria; NA",NA,DHQ
2777,204,dhq-203,"Deconstructing Bricolage: Interactive Online Analysis of Compiled
               Texts with Factotum",2015,Tomas  Zahora; Dmitri  Nikulin; Constant J.  Mews; David  Squire,Monash University; Google; Monash University; Monash University,NA,DHQ
2778,205,dhq-204,"“By the People, For the People”: Assessing the Value of Crowdsourced, User-Generated Metadata",2015,Christina  Manzo; Geoff  Kaufman; Sukdith  Punjasthitkul; Mary  Flanagan,"Simmons College, USA; Tiltfactor Laboratory, Dartmouth College, USA; Tiltfactor Laboratory, Dartmouth College, USA; Tiltfactor Laboratory, Dartmouth College, USA",NA,DHQ
2779,206,dhq-205,Generous Interfaces for Digital Cultural Collections,2015,Mitchell  Whitelaw,"University of Canberra, Australia",NA,DHQ
2780,207,dhq-206,Does your historical collection need a database-driven website?,2015,Adam  Crymble,"University of Hertfordshire, United Kingdom",NA,DHQ
2781,208,dhq-207,"Close Rereading: A review of Jessica Pressman, Digital Modernism: Making It New in New Media (Oxford: Oxford UP, 2014)",2015,Shawna  Ross,Arizona State University,NA,DHQ
2782,209,dhq-208,"Beyond the Margins: Intersectionality and the Digital
               Humanities",2015,Roopika  Risam,Salem State University,NA,DHQ
2783,210,dhq-209,"#transform(ing)DH Writing and Research: An Autoethnography of
               Digital Humanities and Feminist Ethics",2015,Moya  Bailey,Northeastern University,NA,DHQ
2784,211,dhq-210,Introduction: Comics and the Digital Humanities,2015,Roger Todd  Whitson; Anastasia  Salter,Washington State University; University of Central Florida,NA,DHQ
2785,212,dhq-211,"Orientation:  ""Man and His Tool, Again?""",2015,Nicole  Starosielski,New York University,NA,DHQ
2786,213,dhq-212,Materiality Comics,2015,Aaron Jacob  Kashtan,Miami University,NA,DHQ
2787,214,dhq-213,"The Arrival Fallacy: Collaborative Research Relationships in the
               Digital Humanities",2015,Alix  Keener,University of Michigan,NA,DHQ
2788,215,dhq-214,"Multimodal Authoring and Authority in Educational Comics:
               Introducing Derrida and Foucault for Beginners",2015,Aaron Scott  Humphrey,University of Adelaide,NA,DHQ
2789,216,dhq-215,"Data Assemblages: A Call to Conceptualize Materiality in the
                    Academic Ecosystem",2015,Nabeel  Siddiqui,College of William and Mary,NA,DHQ
2790,217,dhq-216,"Man and His Tool, Again? Queer and Feminist Notes on Practices
                    in the Digital Humanities and Object Orientations Everywhere",2015,"Jamie ""Skye""  Bianco",New York University,NA,DHQ
2791,218,dhq-217,Introduction to Feminisms and DH special issue,2015,Jacqueline  Wernimont,Arizona State University,NA,DHQ
2792,219,dhq-218,"Graphic Images of YHWH: Exploring and Exploding the Bounds of
               Sexual Objectification in Ezekiel 16",2015,B.J.  Parker,Baylor University,NA,DHQ
2793,220,dhq-219,Studying Up: A Review of Alice Marwick's  Status Update,2015,Luke  Fernandez,Weber State University,NA,DHQ
2794,221,dhq-220,TypeWright: An Experiment in Participatory Curation,2015,Alan  Bilansky,"University of Illinois, Urbana-Champaign",NA,DHQ
2795,222,dhq-221,"Creating a regional DH community - A Case Study of the
                    RedHD",2015,Isabel  Galina Russell,"Instituto de Investigaciones Bibliotecológicas, Universidad Nacional Autónoma de México (UNAM)",NA,DHQ
2796,223,dhq-222,The Data Sprint Approach: Exploring the field of Digital Humanities through Amazon’s Application Programming Interface,2015,David M.  Berry; Erik  Borra; Anne  Helmond; Jean-Christophe Plantin; Jill  Walker Rettberg,"University of Sussex; University of Amsterdam; University of Amsterdam; London School of Economics and Political
                        Science; University of Bergen",NA,DHQ
2797,224,dhq-223,"Jane, John … Leslie? A Historical Method for Algorithmic Gender Prediction",2015,Cameron Blevins; Lincoln Mullen,Rutgers University; George Mason University,NA,DHQ
2798,225,dhq-224,"A Textual History of Mozilla: Using Topic Modeling to Trace
                    Sociocultural Influences on Software Development",2015,Michael L.  Black,University of Massachusetts Lowell,NA,DHQ
2799,226,dhq-225,"Sequential Rhetoric: Using Freire and Quintilian to Teach
                    Students to Read and Create Comics",2015,Robert Dennis Watkins; Tom  Lindsley,"Idaho State University; Interaction Designer, Workiva",NA,DHQ
2800,227,dhq-226,"A Writing Studies Review of Jim Ridolfo and William Hart-Davidson, editors,  Rhetoric and the Digital Humanities",2016,Kevin G.  Smith,Northeastern University,NA,DHQ
2801,228,dhq-227,"Archival Liveness: Designing with Collections Before and
                    During Cataloguing and Digitization",2015,Tom  Schofield; David  Kirk; Telmo  Amaral; Marian Dörk; Mitchell  Whitelaw; Guy  Schofield; Thomas  Ploetz,"Culture Lab, Newcastle University; Digital Interactions Group, Newcastle
                        University; Digital Interactions Group, Newcastle
                        University; Potsdam University of Applied Sciences, Institute for Urban
                        Futures; Faculty of Arts and Design, University of
                        Canberra; Digital Interactions Group, Newcastle
                        University; Digital Interactions Group, Newcastle
                        University",NA,DHQ
2802,229,dhq-228,The Stuff of Science Fiction: An Experiment in Literary History,2016,Stefania  Forlini; Uta  Hinrichs; Bridget  Moynihan,University of Calgary; University of St. Andrews; University of Calgary,NA,DHQ
2803,230,dhq-229,Textual Reuse in the Eighteenth Century: Mining Eliza Haywood’s Quotations,2016,"Douglas Ernest
                         Duhaime",University of Notre Dame,NA,DHQ
2804,231,dhq-230,Is this Article a Comic?,2015,Jason Muir  Helms,Texas Christian University,NA,DHQ
2805,232,dhq-231,"The Sentences Commentary Text Archive: Laying the Foundation
                    for the Analysis, Use, and Reuse of a Tradition",2016,Jeffrey Charles  Witt,Loyola University Maryland,NA,DHQ
2806,233,dhq-232,"A Digital Humanist-Informatician Review of Jim Ridolfo and
                    William Hart-Davidson, editors,  Rhetoric and the Digital
                        Humanities",2016,Alan  Bilansky,University of Illinois at Urbana-Champaign,NA,DHQ
2807,234,dhq-233,Student Labour and Training in Digital Humanities,2016,Katrina  Anderson; Lindsey  Bannister; Janey  Dodd; Deanna  Fong; Michelle  Levy; Lindsey  Seatter,Simon Fraser University; Simon Fraser University; University of British Columbia; Simon Fraser University; Simon Fraser University; University of Victoria,NA,DHQ
2808,235,dhq-234,Behind the Scenes of a Dissertation in Comics Form Unflattening,2015,Nick  Sousanis; Nick  Sousanis,University of Calgary; University of Calgary,NA,DHQ
2809,236,dhq-235,TaDiRAH: a Case Study in Pragmatic Classification,2016,Luise  Borek; Quinn  Dombrowski; Jody  Perkins; Christof Schöch,Technical University of Darmstadt; Miami University; Miami University; University of Würzburg,NA,DHQ
2810,237,dhq-236,"From Stone to Screen: Digital
                    Revitalization of Ancient Epigraphy From Stone to Screen",2016,Lisa Tweten; Gwynaeth McIntyre; Chelsea Gardner,"University of British Columbia; University of British
                        Columbia; University of British
                        Columbia",NA,DHQ
2811,238,dhq-237,"Comparative rates of text reuse in classical Latin hexameter
                    poetry",2016,Neil  Bernstein; Kyle  Gervais; Wei  Lin,Ohio University; University of Western Ontario; Ohio University,NA,DHQ
2812,239,dhq-238,"Word Processor Art: How  “User-friendly”  Inhibits
                    Creativity",2016,RenÃ©e  Farrar,United States Military Academy at West Point,NA,DHQ
2813,240,dhq-239,Sound and Digital Humanities: reflecting on a DHSI course,2016,John F.  Barber,"The Creative Media & Digital Culture Program, Washington
                        State University Vancouver",NA,DHQ
2814,241,dhq-240,"The Almanac Archive : Theorizing
                    Marginalia and  “Duplicate”  Copies in the Digital Realm",2016,Lindsey  Eckert; Julia  Grandison,Georgia State University; University of Toronto,NA,DHQ
2815,242,dhq-241,"Introduction to the Digital Humanities
                    Summer Institute Colloquium Special Issue",2016,James O’Sullivan; Mary Galvin; Diane Jakacki,University of Sheffield; University College Cork; Bucknell University,NA,DHQ
2816,243,dhq-242,"From Kindling to Kindles: A Review of Matt Hayler,  Challenging the Phenomena of Technology: Embodiment, Expertise
                        and Evolved Knowledge  (Basingstoke: Palgrave Macmillan,
                    2015)",2016,Rosie  Graham,University of Birmingham,NA,DHQ
2817,244,dhq-243,A Review of  Memes in Digital Culture,2016,Kevin  Lewis,Virginia Tech,NA,DHQ
2818,245,dhq-244,"Six Degrees of Francis Bacon: A Statistical Method for
                    Reconstructing Large Historical Social Networks",2016,Christopher N. Warren; Daniel  Shore; Jessica  Otis; Lawrence  Wang; Mike  Finegold; Cosma  Shalizi,Carnegie Mellon University; Georgetown University; Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University,NA,DHQ
2819,246,dhq-245,The Leipzig Open Fragmentary Texts Series (LOFTS),2016,Monica  Berti; Bridget  Almas; Gregory R.  Crane,University of Leipzig; Tufts University; Tufts University and University of Leipzig,NA,DHQ
2820,247,dhq-246,"Experiential Analogies: A Sonic Digital Ekphrasis as a Digital
                    Humanities Project",2016,Anna  Foka; Viktor  Arvidsson,"Umeå University; Swedish Center for Digital Innovation. Department of
                        Informatics, University of Oslo",NA,DHQ
2821,248,dhq-247,Raiders of the Lost Corpus,2016,Caroline T  Schroeder; Amir  Zeldes,University of the Pacific; Georgetown University,NA,DHQ
2822,249,dhq-248,The Why and How of Middleware,2016,Johanna  Drucker; Patrik BO  Svensson,UC Los Angeles; Umeå University,NA,DHQ
2823,250,dhq-249,"Toward an Open Digital Tutorial for Ancient Greek v.
                    2.0",2016,Jeffrey  Rydberg-Cox,The University of Missouri-Kansas City,NA,DHQ
2824,251,dhq-250,"The Ancient World in Nineteenth-Century Fiction; or,
                    Correlating Theme, Geography, and Sentiment in the Nineteenth Century Literary
                    Imagination",2016,Matthew L.  Jockers,University of Nebraska,NA,DHQ
2825,252,dhq-251,"Treebanking in the world of Thucydides. Linguistic annotation
                    for the Hellespont Project",2016,Francesco  Mambrini,"Deutsches Archäologisches Institut, Berlin",NA,DHQ
2826,253,dhq-252,"Teaching Spatial Literacy in the Classical Studies
                    Curriculum",2016,Rebecca K.  Schindler,DePauw University,NA,DHQ
2827,254,dhq-253,Digital Methods and Classical Studies,2016,Neil  Coffee; Neil W.  Bernstein,University at Buffalo; Ohio University,NA,DHQ
2828,255,dhq-254,Towards a Rationale of Audio-Text,2016,Tanya E.  Clement,University of Texas at Austin,NA,DHQ
2829,256,dhq-255,"Exploring Citation Networks to Study Intertextuality in
                    Classics",2016,Matteo  Romanello,"Deutsches Archäologisches Institut, Berlin / École Polytechnique Fédérale de Lausanne",NA,DHQ
2830,257,dhq-256,"Digital Humanities in the 21st Century: Digital Material as a
                    Driving Force  Internet Histories: Digital
                                Technology, Culture and Society",2016,Niels Brügger,"The Centre for Internet Studies, and NetLab Aarhus
                        University",NA,DHQ
2831,258,dhq-257,"Covers and  Corpus  wanted! Some Digital Humanities
                    Fragments",2016,Claire  Clivaz,Swiss Institute of Bioinformatics,NA,DHQ
2832,259,dhq-258,"Circling around texts and language: towards
                         pragmatic modelling  in Digital Humanities",2016,Arianna  Ciula; Cristina  Marras,"University of Roehampton; Istituto per il Lessico Intellettuale Europeo e Storia delle
                        Idee, Consiglio Nazionale delle Ricerche",NA,DHQ
2833,260,dhq-259,Language DNA: Visualizing a Language Decomposition,2016,Adam James  Bradley; Travis  Kirton; Mark  Hancock; Sheelagh  Carpendale,University of Waterloo; University of Calgary; University of Waterloo; University of Calgary,NA,DHQ
